All calculations,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 37,Bus 38,Bus 39,G 01,G 02,G 03,G 04,G 05,G 06,G 07,G 08,G 09,G 10
-0.010000,60.009835,60.015410,60.010750,60.007355,60.006317,60.006130,60.006196,60.006234,60.006420,60.005847,60.005948,60.005993,60.006039,60.006509,60.006081,60.005880,60.007520,60.008742,60.004026,60.003339,60.004979,60.004007,60.003949,60.005624,60.012357,60.008666,60.008130,60.006834,60.006212,60.028556,60.004584,60.004374,60.003277,60.002373,60.003070,60.002374,60.008860,60.004776,60.006547,1.000014,1.000009,1.000012,1.000011,0.999997,1.000009,1.000001,1.000020,1.000013,1.001674
-0.000000,60.011034,60.017112,60.011986,60.008264,60.007141,60.006939,60.007012,60.007054,60.007294,60.006627,60.006738,60.006785,60.006834,60.007340,60.006854,60.006629,60.008435,60.009777,60.004591,60.003820,60.005639,60.004572,60.004501,60.006344,60.013790,60.009714,60.009114,60.007706,60.007027,60.031477,60.005269,60.005030,60.003784,60.002747,60.003554,60.002753,60.010063,60.005461,60.007457,1.000019,1.000012,1.000016,1.000015,0.999997,1.000012,1.000002,1.000029,1.000018,1.001783
0.010000,60.012139,60.018631,60.013108,60.009110,60.007919,60.007703,60.007783,60.007828,60.008124,60.007368,60.007487,60.007535,60.007586,60.008121,60.007581,60.007334,60.009284,60.010728,60.005139,60.004291,60.006268,60.005120,60.005036,60.007023,60.015096,60.010685,60.010026,60.008529,60.007804,60.034006,60.005930,60.005669,60.004286,60.003121,60.004035,60.003132,60.011213,60.006131,60.008325,1.000025,1.000016,1.000021,1.000020,0.999998,1.000016,1.000003,1.000040,1.000024,1.001871
0.020000,60.013152,60.019975,60.014119,60.009896,60.008651,60.008424,60.008510,60.008559,60.008913,60.008070,60.008196,60.008244,60.008297,60.008852,60.008264,60.007998,60.010070,60.011599,60.005670,60.004752,60.006869,60.005653,60.005555,60.007665,60.016278,60.011582,60.010870,60.009308,60.008545,60.036156,60.006567,60.006293,60.004782,60.003494,60.004515,60.003513,60.012314,60.006789,60.009152,1.000032,1.000020,1.000027,1.000025,0.999999,1.000021,1.000006,1.000053,1.000030,1.001938
0.030000,60.014076,60.021148,60.015025,60.010622,60.009338,60.009104,60.009195,60.009248,60.009659,60.008734,60.008866,60.008914,60.008968,60.009537,60.008905,60.008623,60.010795,60.012391,60.006186,60.005204,60.007442,60.006171,60.006059,60.008270,60.017341,60.012409,60.011647,60.010044,60.009253,60.037936,60.007179,60.006902,60.005275,60.003868,60.004995,60.003898,60.013366,60.007437,60.009938,1.000040,1.000025,1.000034,1.000032,1.000000,1.000026,1.000008,1.000067,1.000038,1.001985
0.040000,60.014911,60.022154,60.015827,60.011292,60.009983,60.009743,60.009839,60.009895,60.010365,60.009363,60.009498,60.009546,60.009600,60.010176,60.009507,60.009211,60.011461,60.013108,60.006687,60.005649,60.007990,60.006677,60.006551,60.008842,60.018287,60.013167,60.012360,60.010738,60.009930,60.039355,60.007769,60.007498,60.005765,60.004245,60.005476,60.004288,60.014370,60.008075,60.010683,1.000048,1.000030,1.000041,1.000038,1.000002,1.000032,1.000012,1.000084,1.000046,1.002011
0.050000,60.015660,60.022996,60.016528,60.011906,60.010587,60.010344,60.010444,60.010503,60.011031,60.009958,60.010095,60.010142,60.010194,60.010772,60.010070,60.009763,60.012071,60.013751,60.007176,60.006088,60.008514,60.007171,60.007031,60.009381,60.019118,60.013858,60.013011,60.011394,60.010577,60.040417,60.008336,60.008080,60.006252,60.004626,60.005957,60.004684,60.015326,60.008704,60.011388,1.000058,1.000036,1.000049,1.000046,1.000004,1.000039,1.000016,1.000102,1.000056,1.002016
0.060000,60.016324,60.023677,60.017131,60.012468,60.011151,60.010907,60.011011,60.011073,60.011658,60.010519,60.010657,60.010702,60.010754,60.011326,60.010597,60.010280,60.012626,60.014323,60.007652,60.006522,60.009015,60.007654,60.007501,60.009889,60.019837,60.014484,60.013602,60.012011,60.011194,60.041130,60.008882,60.008649,60.006737,60.005011,60.006439,60.005087,60.016231,60.009325,60.012052,1.000068,1.000043,1.000058,1.000054,1.000007,1.000046,1.000020,1.000122,1.000067,1.002002
0.070000,60.016905,60.024199,60.017637,60.012978,60.011676,60.011434,60.011542,60.011605,60.012246,60.011048,60.011185,60.011228,60.011278,60.011839,60.011089,60.010765,60.013127,60.014825,60.008117,60.006952,60.009493,60.008126,60.007960,60.010368,60.020443,60.015046,60.014135,60.012591,60.011784,60.041500,60.009407,60.009205,60.007221,60.005401,60.006923,60.005498,60.017084,60.009938,60.012677,1.000079,1.000050,1.000068,1.000063,1.000011,1.000054,1.000025,1.000143,1.000078,1.001969
0.080000,60.017403,60.024565,60.018049,60.013439,60.012165,60.011925,60.012037,60.012103,60.012796,60.011546,60.011680,60.011721,60.011769,60.012313,60.011546,60.011217,60.013577,60.015260,60.008570,60.007378,60.009951,60.008588,60.008410,60.010817,60.020940,60.015546,60.014610,60.013135,60.012345,60.041534,60.009912,60.009749,60.007702,60.005797,60.007407,60.005916,60.017881,60.010543,60.013263,1.000091,1.000058,1.000079,1.000073,1.000015,1.000063,1.000031,1.000165,1.000090,1.001917
0.090000,60.017820,60.024779,60.018370,60.013852,60.012617,60.012383,60.012497,60.012565,60.013308,60.012013,60.012144,60.012182,60.012227,60.012749,60.011970,60.011638,60.013975,60.015629,60.009013,60.007800,60.010386,60.009039,60.008851,60.011239,60.021327,60.015984,60.015028,60.013643,60.012879,60.041239,60.010397,60.010281,60.008181,60.006198,60.007892,60.006342,60.018620,60.011139,60.013809,1.000103,1.000066,1.000090,1.000083,1.000019,1.000072,1.000038,1.000189,1.000104,1.001847
0.100000,60.018157,60.024844,60.018601,60.014218,60.013033,60.012807,60.012924,60.012993,60.013783,60.012450,60.012577,60.012611,60.012653,60.013147,60.012362,60.012029,60.014324,60.015933,60.009444,60.008218,60.010801,60.009481,60.009282,60.011634,60.021606,60.016361,60.015392,60.014115,60.013385,60.040625,60.010862,60.010799,60.008656,60.006604,60.008376,60.006775,60.019296,60.011725,60.014315,1.000117,1.000075,1.000102,1.000094,1.000025,1.000082,1.000045,1.000213,1.000118,1.001760
0.105000,60.018417,60.024763,60.018745,60.014539,60.013416,60.013199,60.013318,60.013388,60.014221,60.012858,60.012979,60.013010,60.013048,60.013509,60.012722,60.012389,60.014625,60.016174,60.009864,60.008632,60.011196,60.009911,60.009703,60.012002,60.021779,60.016679,60.015702,60.014552,60.013864,60.039702,60.011308,60.011304,60.009128,60.007015,60.008859,60.007214,60.019906,60.012301,60.014782,1.000057,1.000004,1.000089,1.000444,1.000359,1.000298,1.000330,1.000386,1.000213,1.001867
0.111667,60.018546,60.024723,60.018816,60.014699,60.013607,60.013395,60.013515,60.013586,60.014440,60.013062,60.013180,60.013209,60.013245,60.013690,60.012902,60.012570,60.014775,60.016294,60.010074,60.008839,60.011393,60.010126,60.009913,60.012186,60.021866,60.016838,60.015856,60.014770,60.014103,60.039240,60.011531,60.011556,60.009363,60.007220,60.009100,60.007433,60.020211,60.012589,60.015016,0.999988,0.999919,1.000079,1.000910,1.000835,1.000599,1.000720,1.000631,1.000353,1.002024
0.121667,60.127317,60.230309,60.250610,60.246458,60.184811,60.174890,60.181993,60.183074,60.108395,60.179110,60.177974,60.185471,60.191883,60.229845,60.333859,60.387498,60.317655,60.294126,61.049567,60.788115,60.441697,60.478632,60.529588,60.446710,60.232887,60.242763,60.282656,60.203946,60.184449,60.269313,60.074925,60.135516,61.308622,60.562812,60.443945,60.706423,60.234050,60.138759,60.075622,0.999908,0.999810,1.000076,1.001609,1.001591,1.001074,1.001319,1.001021,1.000587,1.002265
0.131667,60.181790,60.315942,60.351689,60.354833,60.266895,60.252131,60.264838,60.267332,60.161310,60.253096,60.253197,60.263384,60.271678,60.326965,60.469681,60.539695,60.445152,60.413085,61.280657,61.024872,60.604082,60.646841,60.711444,60.620711,60.321535,60.342485,60.398771,60.293197,60.264952,60.356552,60.108079,60.183002,61.534007,60.761763,60.602697,60.906431,60.319322,60.196916,60.113894,0.999858,0.999724,1.000091,1.002314,1.002389,1.001571,1.001936,1.001438,1.000851,1.002511
0.141667,60.207182,60.335700,60.380656,60.394945,60.300041,60.283194,60.300583,60.304669,60.192461,60.276877,60.279487,60.289724,60.297444,60.358565,60.502004,60.565683,60.475052,60.443902,61.080655,60.974386,60.611371,60.639973,60.692864,60.645183,60.343285,60.373681,60.432081,60.329286,60.298297,60.364864,60.124951,60.189408,61.188813,60.769275,60.602895,60.811477,60.334586,60.220889,60.141227,0.999834,0.999659,1.000122,1.003030,1.003207,1.002079,1.002565,1.001873,1.001139,1.002760
0.151667,60.218255,60.330254,60.379702,60.401772,60.308504,60.291103,60.311427,60.316709,60.209928,60.278447,60.283203,60.292642,60.299205,60.360697,60.492842,60.545385,60.466893,60.439193,60.868370,60.879899,60.569321,60.581989,60.619557,60.616155,60.339391,60.376570,60.431480,60.341165,60.310477,60.345540,60.131969,60.181319,60.864335,60.730863,60.553744,60.661464,60.325405,60.231199,60.160091,0.999834,0.999612,1.000168,1.003757,1.004042,1.002594,1.003206,1.002321,1.001448,1.003013
0.161667,60.222397,60.317729,60.368318,60.393719,60.305579,60.288471,60.310081,60.316049,60.218941,60.271568,60.277744,60.286227,60.291705,60.351099,60.470150,60.512955,60.446964,60.422722,60.708600,60.796638,60.520264,60.520710,60.545500,60.574172,60.328315,60.369605,60.419210,60.343026,60.314104,60.320866,60.134640,60.170402,60.633018,60.690533,60.499737,60.531586,60.311626,60.237166,60.172578,0.999854,0.999580,1.000228,1.004493,1.004884,1.003113,1.003854,1.002776,1.001772,1.003263
0.171667,60.224262,60.306763,60.355812,60.379749,60.297601,60.281201,60.302833,60.309060,60.223147,60.262343,60.269158,60.276840,60.281569,60.338010,60.446899,60.484192,60.427596,60.405739,60.626950,60.748650,60.483370,60.477471,60.494800,60.538075,60.318657,60.361659,60.405918,60.342049,60.315488,60.301173,60.134561,60.161178,60.520392,60.667962,60.460611,60.452697,60.301908,60.243095,60.181240,0.999893,0.999564,1.000302,1.005239,1.005734,1.003634,1.004508,1.003235,1.002110,1.003513
0.181667,60.225101,60.299225,60.345028,60.364461,60.288218,60.272733,60.293525,60.299685,60.224370,60.253538,60.260446,60.267500,60.271762,60.325023,60.426672,60.461661,60.411720,60.391324,60.589094,60.724258,60.458730,60.450589,60.463507,60.510209,60.312465,60.355469,60.394737,60.341163,60.317171,60.288018,60.134166,60.154925,60.470349,60.660344,60.436584,60.409118,60.297877,60.250440,60.186874,0.999949,0.999563,1.000388,1.005992,1.006590,1.004158,1.005167,1.003697,1.002461,1.003762
0.191667,60.225880,60.295482,60.336922,60.349807,60.278951,60.264452,60.283883,60.289763,60.223995,60.246030,60.252657,60.259246,60.263271,60.313465,60.410588,60.445847,60.400182,60.380465,60.580273,60.717879,60.445331,60.438011,60.448668,60.490870,60.310089,60.351891,60.386698,60.341457,60.320020,60.281249,60.134008,60.151496,60.459370,60.665546,60.426168,60.392535,60.299286,60.259381,60.190629,1.000020,0.999575,1.000487,1.006752,1.007450,1.004683,1.005830,1.004160,1.002822,1.004010
0.200000,60.226788,60.295333,60.332567,60.338921,60.271973,60.258289,60.276343,60.281878,60.222995,60.241133,60.247318,60.253638,60.257613,60.305473,60.400696,60.437773,60.394143,60.374475,60.588746,60.723691,60.441874,60.436987,60.446900,60.481066,60.311121,60.351335,60.382846,60.343275,60.323885,60.280244,60.134277,60.150739,60.470224,60.678447,60.426706,60.394594,60.304432,60.268384,60.192700,1.000091,0.999596,1.000580,1.007391,1.008170,1.005122,1.006385,1.004544,1.003130,1.004216
0.205000,60.228436,60.298079,60.329537,60.326779,60.264146,60.251459,60.267617,60.272640,60.221435,60.236374,60.241846,60.247950,60.251966,60.297136,60.391584,60.432289,60.390006,60.369962,60.611267,60.740314,60.444298,60.443838,60.453624,60.474399,60.315418,60.353255,60.380952,60.347586,60.330697,60.283354,60.135108,60.151703,60.497888,60.702418,60.435438,60.409668,60.314686,60.281679,60.194651,1.000205,0.999698,1.000684,1.007671,1.008526,1.005154,1.006432,1.004629,1.003257,1.004172
0.211667,60.229425,60.299727,60.327720,60.319494,60.259450,60.247361,60.262382,60.267097,60.220500,60.233518,60.238563,60.244537,60.248577,60.292133,60.386116,60.428999,60.387524,60.367255,60.624780,60.750287,60.445752,60.447948,60.457658,60.470399,60.317996,60.354408,60.379815,60.350172,60.334784,60.285219,60.135607,60.152282,60.514486,60.716801,60.440677,60.418712,60.320838,60.289657,60.195821,1.000355,0.999829,1.000823,1.008071,1.008967,1.005184,1.006498,1.004729,1.003416,1.004109
0.221667,60.163567,60.152083,60.179689,60.207421,60.188581,60.183227,60.195040,60.198892,60.180544,60.161210,60.168696,60.168635,60.166901,60.183108,60.194725,60.194886,60.190107,60.188470,60.156108,60.292804,60.163847,60.114700,60.101957,60.206144,60.161683,60.194382,60.198737,60.217308,60.214034,60.109233,60.152601,60.103043,60.022450,60.350326,60.083391,59.887172,60.145112,60.196803,60.171571,1.000577,1.000018,1.001032,1.008701,1.009577,1.005211,1.006585,1.004852,1.003632,1.004004
0.231667,60.126947,60.089267,60.108700,60.139630,60.138765,60.136759,60.145360,60.148312,60.147490,60.116250,60.123103,60.120970,60.117613,60.121398,60.104200,60.091990,60.100974,60.105470,60.057987,60.173548,60.054526,60.001614,59.987187,60.091283,60.096451,60.122173,60.115867,60.154763,60.158094,60.043420,60.140256,60.077741,59.941080,60.249878,59.966735,59.776495,60.081626,60.158043,60.148690,1.000793,1.000199,1.001237,1.009363,1.010125,1.005216,1.006649,1.004938,1.003820,1.003881
0.241667,60.103003,60.067896,60.074215,60.091215,60.096824,60.096527,60.101750,60.103729,60.115276,60.082633,60.087226,60.084997,60.082108,60.080731,60.061091,60.051544,60.063417,60.067984,60.142897,60.222479,60.028025,59.994633,59.986840,60.047563,60.076039,60.092434,60.080105,60.126162,60.133560,60.033175,60.110991,60.063088,60.061377,60.284494,59.969069,59.858633,60.074860,60.146010,60.123997,1.001001,1.000373,1.001437,1.010037,1.010629,1.005203,1.006681,1.004991,1.003983,1.003742
0.251667,60.089452,60.065983,60.060259,60.061053,60.068280,60.068865,60.071239,60.072370,60.091455,60.061805,60.064101,60.062399,60.060520,60.057234,60.043426,60.040244,60.051349,60.054252,60.263023,60.312338,60.033358,60.021616,60.019939,60.036078,60.075983,60.084017,60.068226,60.116003,60.125877,60.044944,60.085361,60.057147,60.212200,60.356873,60.008980,59.970842,60.089624,60.146943,60.104811,1.001200,1.000542,1.001630,1.010711,1.011101,1.005177,1.006680,1.005014,1.004123,1.003589
0.261667,60.083156,60.072454,60.057365,60.044472,60.051488,60.052547,60.052705,60.053153,60.076263,60.051099,60.051522,60.050440,60.049545,60.045706,60.039072,60.042041,60.051456,60.052514,60.372818,60.400788,60.049135,60.055125,60.057496,60.038606,60.084262,60.085807,60.068014,60.115449,60.126829,60.063460,60.068207,60.057261,60.343896,60.431889,60.054723,60.066926,60.110339,60.153677,60.092057,1.001390,1.000707,1.001816,1.011381,1.011548,1.005139,1.006648,1.005010,1.004244,1.003422
0.271667,60.081560,60.081935,60.060215,60.037160,60.043432,60.044763,60.043264,60.043178,60.067973,60.047521,60.046545,60.045995,60.045892,60.042000,60.041551,60.049364,60.057116,60.056618,60.463022,60.476963,60.066823,60.085767,60.090457,60.046788,60.095210,60.092155,60.073237,60.119680,60.131973,60.082196,60.059060,60.061278,60.448583,60.498942,60.095318,60.139043,60.130584,60.162620,60.084712,1.001572,1.000869,1.001992,1.012045,1.011974,1.005090,1.006586,1.004983,1.004348,1.003245
0.281667,60.083186,60.092024,60.065970,60.035975,60.041479,60.042972,60.040288,60.039806,60.064991,60.048724,60.046755,60.046608,60.047086,60.043286,60.047494,60.058764,60.065142,60.063463,60.535807,60.540698,60.083379,60.111191,60.117082,60.056923,60.106362,60.100315,60.080829,60.126163,60.138995,60.098717,60.056008,60.067694,60.530742,60.556532,60.128140,60.190477,60.148100,60.172049,60.081854,1.001747,1.001029,1.002161,1.012699,1.012381,1.005031,1.006497,1.004936,1.004436,1.003058
0.291667,60.086807,60.101695,60.073162,60.038877,60.043742,60.045334,60.041828,60.041058,60.065766,60.053136,60.050488,60.050627,60.051505,60.047809,60.055241,60.068784,60.074088,60.071553,60.595024,60.594193,60.098018,60.131527,60.137930,60.067508,60.116750,60.109018,60.089356,60.133630,60.146750,60.112397,60.057386,60.075585,60.595894,60.605838,60.153599,60.226032,60.162424,60.181214,60.082198,1.001914,1.001185,1.002321,1.013342,1.012774,1.004965,1.006386,1.004870,1.004510,1.002865
0.301667,60.091766,60.110604,60.081034,60.044516,60.048896,60.050543,60.046502,60.045532,60.069264,60.059684,60.056594,60.056924,60.058062,60.054444,60.063936,60.078828,60.083300,60.080159,60.644755,60.640255,60.110779,60.147647,60.154179,60.077965,60.126089,60.117698,60.098151,60.141434,60.154663,60.123347,60.061804,60.084353,60.649433,60.648790,60.172981,60.250236,60.173769,60.189805,60.084957,1.002074,1.001339,1.002473,1.013974,1.013155,1.004892,1.006254,1.004790,1.004572,1.002668
0.311667,60.097652,60.118707,60.089217,60.052041,60.056064,60.057732,60.053384,60.052285,60.074756,60.067682,60.064325,60.064776,60.066068,60.062500,60.073163,60.088702,60.092516,60.088956,60.688040,60.681120,60.121962,60.160479,60.166932,60.088134,60.134388,60.126133,60.106931,60.149264,60.162469,60.131939,60.068285,60.093630,60.695229,60.687102,60.187618,60.266400,60.182557,60.197732,60.089538,1.002228,1.001491,1.002617,1.014594,1.013524,1.004814,1.006104,1.004696,1.004623,1.002468
0.321667,60.104197,60.126068,60.097529,60.060902,60.064662,60.066322,60.061848,60.060679,60.081727,60.076682,60.073190,60.073710,60.075077,60.071545,60.082715,60.098371,60.101645,60.097802,60.726956,60.718381,60.131891,60.170798,60.177055,60.098014,60.141757,60.134255,60.115590,60.156972,60.170045,60.138576,60.076169,60.103189,60.735859,60.722096,60.198627,60.276812,60.189222,60.204997,60.095508,1.002377,1.001642,1.002754,1.015202,1.013886,1.004732,1.005940,1.004591,1.004665,1.002269
0.331667,60.111222,60.132787,60.105882,60.070732,60.074291,60.075917,60.071461,60.070270,60.089803,60.086380,60.082855,60.083407,60.084789,60.081293,60.092481,60.107852,60.110661,60.106636,60.762819,60.753088,60.140840,60.179193,60.185187,60.107646,60.148326,60.142052,60.124088,60.164484,60.177335,60.143645,60.085005,60.112881,60.772917,60.754712,60.206868,60.283008,60.194145,60.211630,60.102537,1.002520,1.001791,1.002884,1.015796,1.014241,1.004646,1.005763,1.004476,1.004698,1.002073
0.341667,60.118590,60.138958,60.114221,60.081264,60.084659,60.086229,60.081907,60.080732,60.098701,60.096559,60.093079,60.093636,60.094991,60.091538,60.102387,60.117163,60.119554,60.115421,60.796791,60.786144,60.149012,60.186093,60.191779,60.117068,60.154209,60.149528,60.132408,60.171754,60.184308,60.147460,60.094488,60.122600,60.807836,60.785702,60.212972,60.286021,60.197634,60.217669,60.110370,1.002659,1.001938,1.003007,1.016376,1.014591,1.004558,1.005576,1.004354,1.004722,1.001881
0.351667,60.126190,60.144653,60.122498,60.092287,60.095541,60.097036,60.092939,60.091812,60.108193,60.107047,60.103674,60.104216,60.105511,60.102116,60.112362,60.126306,60.128305,60.124120,60.829238,60.817885,60.156543,60.191795,60.197141,60.126295,60.159495,60.156683,60.140527,60.178744,60.190939,60.150280,60.104397,60.132265,60.841010,60.815471,60.217393,60.286553,60.199929,60.223144,60.118797,1.002794,1.002084,1.003124,1.016942,1.014937,1.004467,1.005379,1.004226,1.004739,1.001695
0.361667,60.133924,60.149924,60.130665,60.103617,60.106746,60.108151,60.104350,60.103295,60.118088,60.117698,60.114480,60.114992,60.116202,60.112881,60.122330,60.135257,60.136879,60.132688,60.860572,60.848653,60.163516,60.196506,60.201486,60.135311,60.164250,60.163503,60.148412,60.185418,60.197199,60.152308,60.114566,60.141806,60.872927,60.844353,60.220456,60.285097,60.201221,60.228075,60.127637,1.002925,1.002230,1.003236,1.017494,1.015281,1.004376,1.005176,1.004092,1.004750,1.001517
0.371667,60.141698,60.154803,60.138663,60.115087,60.118105,60.119408,60.115956,60.114992,60.128217,60.128377,60.125352,60.125824,60.126930,60.123696,60.132202,60.143970,60.145225,60.141066,60.891050,60.878663,60.169967,60.200362,60.204956,60.144075,60.168514,60.169962,60.156018,60.191730,60.203055,60.153708,60.124856,60.151158,60.903886,60.872574,60.222392,60.282009,60.201660,60.232473,60.136735,1.003052,1.002375,1.003342,1.018030,1.015625,1.004283,1.004966,1.003954,1.004754,1.001347
0.381667,60.149426,60.159311,60.146429,60.126537,60.129461,60.130657,60.127591,60.126731,60.138428,60.138963,60.136159,60.136581,60.137567,60.134428,60.141881,60.152384,60.153283,60.149188,60.920837,60.908059,60.175907,60.203455,60.207644,60.152528,60.172317,60.176030,60.163292,60.197638,60.208477,60.154610,60.135153,60.160260,60.934072,60.900289,60.223371,60.277561,60.201365,60.236345,60.145948,1.003177,1.002519,1.003443,1.018552,1.015970,1.004190,1.004751,1.003813,1.004752,1.001189
